Artista,Cancion,Album,Año,Genero,Duracion
Shania Twain,Up! (Green Version),Shania Twain: Greatest Hits,2004,Country,2:53
Shania Twain,Come On Over,Shania Twain: Greatest Hits,2004,Country,2:54
Shania Twain,Man! I Feel Like a Woman!,Shania Twain: Greatest Hits,2004,Country,3:53
Shania Twain,That Don't Impress Me Much (Dance Mix),Shania Twain: Greatest Hits,2004,Country,4:27
Shania Twain,From This Moment On (Pop On Tour Version),Shania Twain: Greatest Hits,2004,Country,3:55
Shania Twain,"Honey, I'm Home",Shania Twain: Greatest Hits,2004,Country,3:36
Shania Twain,You're Still the One (Remixed and Remastered),Shania Twain: Greatest Hits,2004,Country,3:14
Shania Twain,Don't Be Stupid (You Know I Love You) [Country Version],Shania Twain: Greatest Hits,2004,Country,3:34
Shania Twain,Love Gets Me Every Time,Shania Twain: Greatest Hits,2004,Country,3:33
Shania Twain,No One Needs to Know,Shania Twain: Greatest Hits,2004,Country,3:03
Shania Twain,You Win My Love,Shania Twain: Greatest Hits,2004,Country,3:45
Shania Twain,(If You're Not In It for Love) I'm Outta Here!,Shania Twain: Greatest Hits,2004,Country,3:48
Shania Twain,The Woman In Me (Needs the Man In You),Shania Twain: Greatest Hits,2004,Country,3:57
Shania Twain,Any Man of Mine,Shania Twain: Greatest Hits,2004,Country,4:06
Shania Twain,Whose Bed Have Your Boots Been Under?,Shania Twain: Greatest Hits,2004,Country,3:58
Shania Twain & Mark McGrath,Party for Two (Pop Version With Intro),Shania Twain: Greatest Hits,2004,Country,3:31
Shania Twain,Don't!,Shania Twain: Greatest Hits,2004,Country,3:55
Shania Twain & Billy Currington,Party for Two (Country Version With Intro),Shania Twain: Greatest Hits,2004,Country,3:31
Shania Twain,I Ain't No Quitter,Shania Twain: Greatest Hits,2004,Country,3:30
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Spice Girls,,,,,0
Spice Girls,Spice Up Your Life,Spice World,1997,Pop,2:53
Spice Girls,Stop,Spice World,1997,Pop,3:24
Spice Girls,Too Much,Spice World,1997,Pop,4:32
Spice Girls,Saturday Night Divas,Spice World,1997,Pop,4:25
Spice Girls,Never Give Up On the Good Times,Spice World,1997,Pop,4:30
Spice Girls,Move Over,Spice World,1997,Pop,2:46
Spice Girls,Do It,Spice World,1997,Pop,4:04
Spice Girls,Denying,Spice World,1997,Pop,3:47
Spice Girls,Viva Forever,Spice World,1997,Pop,5:10
Spice Girls,The Lady Is a Vamp,Spice World,1997,Pop,3:10
Spice Girls,Wannabe,Spice,1998,Pop,2:53
Spice Girls,Say You'll Be There,Spice,1998,Pop,3:56
Spice Girls,2 Become 1,Spice,1998,Pop,4:01
Spice Girls,Love Thing,Spice,1998,Pop,3:38
Spice Girls,Last Time Lover,Spice,1998,Pop,4:11
Spice Girls,Mama,Spice,1998,Pop,5:04
Spice Girls,Who Do You Think You Are,Spice,1998,Pop,4:00
Spice Girls,Something Kinda Funny,Spice,1998,Pop,4:05
Spice Girls,Naked,Spice,1998,Pop,4:25
Spice Girls,If U Can't Dance,Spice,1998,Pop,3:48
Spice Girls,Holler,Forever,2000,Pop,4:15
Spice Girls,Tell Me Why,Forever,2000,Pop,4:14
Spice Girls,Let Love Lead the Way,Forever,2000,Pop,4:58
Spice Girls,Right Back At Ya,Forever,2000,Pop,4:11
Spice Girls,Get Down With Me,Forever,2000,Pop,3:46
Spice Girls,Wasting My Time,Forever,2000,Pop,4:14
Spice Girls,Weekend Love,Forever,2000,Pop,4:06
Spice Girls,Time Goes By,Forever,2000,Pop,4:51
Spice Girls,If You Wanna Have Some Fun,Forever,2000,Pop,5:26
Spice Girls,Oxygen,Forever,2000,Pop,4:57
Spice Girls,Goodbye,Forever,2000,Pop,4:35
Spice Girls,Walk of life,,,,4:15
,,,,,
Star Music,,,,,0
Star Music,Elas até choram,O melhor de Star Music,,,
Star Music,Rei das meias,O melhor de Star Music,,,
Star Music,No tempo da minha avó,O melhor de Star Music,,,
Star Music,Licor milagroso (levanta o pau),O melhor de Star Music,,,
Star Music,Aqui há gato (diz o povo),O melhor de Star Music,,,
Star Music,Cantigas banais,O melhor de Star Music,,,
Star Music,Ratinha de estimação,O melhor de Star Music,,,
Star Music,Esta mulher põe-me teso,O melhor de Star Music,,,
Star Music,Pobre de quem as atura,O melhor de Star Music,,,
Star Music,Gosto da mama dela,O melhor de Star Music,,,
Star Music,Tens que me dar o pito,O melhor de Star Music,,,
Star Music,Os melhores filhos do mundo,O melhor de Star Music,,,
Star Music,A Padaria,,,,
Star Music,Eu espreitei debaixo da saia dela,,,,
Star Music,Mete a rolha zé,,,,
Star Music,Mulher Chorona,,,,
Star Music,O autocarro do amor,,,,
Star Music,Ó careca tina a boina,,,,
Star Music,O pai da criança,,,,
Star Music,Ó povoação,,,,
Star Music,Ó Sr. Guarda,,,,
Star Music,Para o meu querido netinho,,,,
Star Music,Quem é o borracão,,,,
Star Music,Sobe me a tensão,,,,
Star Music,Baile de páscoa,,,,
Star Music,Quero una virgem,,,,
Star Music,,,,,
Star Music,,,,,
,,,,,
Stefan B?nica Jr.,,,,,0
Stefan B?nica Jr.,Poveste,Cel de acum,2000,Rock,3:20
Stefan B?nica Jr.,Armata,Cel de acum,2000,Rock,3:32
Stefan B?nica Jr.,Nuti,Cel de acum,2000,Rock,5:12
Stefan B?nica Jr.,Bubulina gospodina,Cel de acum,2000,Rock,3:40
Stefan B?nica Jr.,Noi cei de acum,Cel de acum,2000,Rock,3:48
Stefan B?nica Jr.,Room-service,Cel de acum,2000,Rock,4:50
Stefan B?nica Jr.,Mi-e dor de ochii tai,Cel de acum,2000,Rock,4:46
Stefan B?nica Jr.,Fata cu ochii de margean,Cel de acum,2000,Rock,3:04
Stefan B?nica Jr.,Prosopu,Cel de acum,2000,Rock,3:20
Stefan B?nica Jr.,Piticu round&round,Cel de acum,2000,Rock,3:50
Stefan B?nica Jr.,S-o crezi tu,Cel de acum,2000,Rock,3:37
Stefan B?nica Jr.,Durli-durli-da,Cel de acum,2000,Rock,3:35
Stefan B?nica Jr.,Imi acordati un dans,Va rog sa-mi acordati…,2000,Pop,4:47
Stefan B?nica Jr.,Cum am ajuns sa te iubesc,Va rog sa-mi acordati…,2000,Pop,3:00
Stefan B?nica Jr.,Ce-aveti fetelor cu mine,Va rog sa-mi acordati…,2000,Pop,2:42
Stefan B?nica Jr.,Zica lumea,Va rog sa-mi acordati…,2000,Pop,2:18
Stefan B?nica Jr.,Asta seara ma fac praf,Va rog sa-mi acordati…,2000,Pop,2:46
Stefan B?nica Jr.,Mai da-mi un telefon,Va rog sa-mi acordati…,2000,Pop,2:15
Stefan B?nica Jr.,Cine umbla prin vecini,Va rog sa-mi acordati…,2000,Pop,3:03
Stefan B?nica Jr.,Cantecul baiatului,Va rog sa-mi acordati…,2000,Pop,3:46
Stefan B?nica Jr.,"Vecina, vecinica",Va rog sa-mi acordati…,2000,Pop,2:50
Stefan B?nica Jr.,"Hai cosar, cosar",Va rog sa-mi acordati…,2000,Pop,2:47
Stefan B?nica Jr.,Gioconda se marita,Va rog sa-mi acordati…,2000,Pop,2:30
Stefan B?nica Jr.,Asta mi-e norocul,Va rog sa-mi acordati…,2000,Pop,2:29
Stefan B?nica Jr.,Ce te uiti asa la mine?,Va rog sa-mi acordati…,2000,Pop,1:58
Stefan B?nica Jr.,"Of, inimioara",Va rog sa-mi acordati…,2000,Pop,3:48
Stefan B?nica Jr.,Nu-i nimic,Va rog sa-mi acordati…,2000,Pop,3:13
Stefan B?nica Jr.,Oricine ai fi,Va rog sa-mi acordati…,2000,Pop,3:30
Stefan B?nica Jr.,Daca vrei sa-ti multumesc,Va rog sa-mi acordati…,2000,Pop,2:26
Stefan B?nica Jr.,Moda,Va rog sa-mi acordati…,2000,Pop,3:21
Stefan B?nica Jr.,Decat o inima din asta,Va rog sa-mi acordati…,2000,Pop,3:20
Stefan B?nica Jr.,Bonsoir cuplet,Va rog sa-mi acordati…,2000,Pop,4:10
Stefan B?nica Jr.,Gaseste-mi loc in inima ta,De dragoste...in toate felurile!,2001,Rock,3:26
Stefan B?nica Jr.,Am uitat,De dragoste...in toate felurile!,2001,Rock,4:35
Stefan B?nica Jr.,Fata din visul meu,De dragoste...in toate felurile!,2001,Rock,3:31
Stefan B?nica Jr.,Georget,De dragoste...in toate felurile!,2001,Rock,3:29
Stefan B?nica Jr.,"Asta a fost, atat a ramas",De dragoste...in toate felurile!,2001,Rock,3:37
Stefan B?nica Jr.,Inca o zi,De dragoste...in toate felurile!,2001,Rock,5:11
Stefan B?nica Jr.,Asta-s eu!,De dragoste...in toate felurile!,2001,Rock,3:54
Stefan B?nica Jr.,Te iubesc!,De dragoste...in toate felurile!,2001,Rock,4:35
Stefan B?nica Jr.,Marius Cocoon,De dragoste...in toate felurile!,2001,Rock,3:50
Stefan B?nica Jr.,Fiara,De dragoste...in toate felurile!,2001,Rock,5:01
Stefan B?nica Jr.,Iani,De dragoste...in toate felurile!,2001,Rock,5:48
Stefan B?nica Jr.,Am s-o astept mereu,Zori de zi,2003,Rock,4:13
Stefan B?nica Jr.,Nu plange baby,Zori de zi,2003,Rock,3:54
Stefan B?nica Jr.,Cine esti?,Zori de zi,2003,Rock,4:16
Stefan B?nica Jr.,Anemona,Zori de zi,2003,Rock,4:04
Stefan B?nica Jr.,Iubeste-o sincer,Zori de zi,2003,Rock,5:01
Stefan B?nica Jr.,Cat poti fi de uau!,Zori de zi,2003,Rock,3:17
Stefan B?nica Jr.,Zori de zi,Zori de zi,2003,Rock,4:22
Stefan B?nica Jr.,Esti tot ce am mai bun,Zori de zi,2003,Rock,3:50
Stefan B?nica Jr.,Nu mai cred nimic,Zori de zi,2003,Rock,3:43
Stefan B?nica Jr.,Veta,Zori de zi,2003,Rock,3:41
Stefan B?nica Jr.,Toata lumea se distreaza,Zori de zi,2003,Rock,4:10
Stefan B?nica Jr.,Ce-am iubit,Zori de zi,2003,Rock,4:59
Stefan B?nica Jr.,Doar o data-i Craciunul,Zori de zi,2003,Rock,3:53
Stefan B?nica Jr.,Vorbe-n vant,Zori de zi,2003,Rock,5:30
Stefan B?nica Jr.,Asta-s eu,In concert,2003,Rock,6:00
Stefan B?nica Jr.,Mi-e dor de ochii tai,In concert,2003,Rock,5:24
Stefan B?nica Jr.,This cat,In concert,2003,Rock,2:23
Stefan B?nica Jr.,Room service,In concert,2003,Rock,5:42
Stefan B?nica Jr.,Inca o zi,In concert,2003,Rock,4:27
Stefan B?nica Jr.,Sweet chariot,In concert,2003,Rock,3:56
Stefan B?nica Jr.,Rodica,In concert,2003,Rock,4:57
Stefan B?nica Jr.,Ani de liceu,In concert,2003,Rock,4:30
Stefan B?nica Jr.,Te iubesc...,In concert,2003,Rock,5:49
Stefan B?nica Jr.,Doar un Craciun,In concert,2003,Rock,3:46
Stefan B?nica Jr.,Can t help falling in love,In concert,2003,Rock,1:50
Stefan B?nica Jr.,Poveste rock and roll,In concert,2003,Rock,6:27
Stefan B?nica Jr.,Gaseste-mi loc in inima ta,In concert,2003,Rock,5:11
Stefan B?nica Jr.,Pretty woman,In concert,2003,Rock,7:02
Stefan B?nica Jr.,Cum am ajuns sa te iubesc,Duete,2006,Pop,2:59
Stefan B?nica Jr.,Prosopul,Duete,2006,Pop,4:39
Stefan B?nica Jr.,Fii gagica mea,Duete,2006,Pop,4:54
Stefan B?nica Jr.,Iubeste sincer,Duete,2006,Pop,5:13
Stefan B?nica Jr.,Bubulina gospodina,Duete,2006,Pop,3:24
Stefan B?nica Jr.,Noi cei de acum,Duete,2006,Pop,4:38
Stefan B?nica Jr.,Am s-o astept mereu,Duete,2006,Pop,4:39
Stefan B?nica Jr.,Inca o zi,Duete,2006,Pop,5:17
Stefan B?nica Jr.,Mi-e dor de ochii tai,Duete,2006,Pop,5:49
Stefan B?nica Jr.,"Te iubesc, femeie",Duete,2006,Pop,5:29
Stefan B?nica Jr.,Fata din visul meu,Duete,2006,Pop,3:31
Stefan B?nica Jr.,Toata lumea danseaza,Duete,2006,Pop,4:42
Stefan B?nica Jr.,Viata e frumoasa,Duete,2006,Pop,4:37
Stefan B?nica Jr.,Doar un craciun cu tine,,,,2:54
Stefan B?nica Jr.,Rodica,,,,
,,,,,
,,,,,
,,,,,
Tatiana,,,,,0
,,,,,
,,,,,
,,,,,
Tatiana,Reportaje,Tatiana,1984,Pop,3:11
Tatiana,Me Estas Volviendo Loca,Tatiana,1984,Pop,3:23
Tatiana,A Plena Luz,Tatiana,1984,Pop,3:45
Tatiana,?Por qué te vas?,Tatiana,1984,Pop,2:51
Tatiana,No Tengas Miedo,Tatiana,1984,Pop,3:02
Tatiana,El Amor No Se Calla,Tatiana,1984,Pop,3:24
Tatiana,Si Tú No Estas Aqui,Tatiana,1984,Pop,
Tatiana,Mas,Tatiana,1984,Pop,
Tatiana,Querido Amigo,Tatiana,1984,Pop,3:24
Tatiana,Nunca me Esperas,Tatiana,1984,Pop,3:06
Tatiana,Mario,Chicas De Hoy,1986,Pop,2:54
Tatiana,Sola,Chicas De Hoy,1986,Pop,3:25
Tatiana,Esperame,Chicas De Hoy,1986,Pop,3:36
Tatiana,Chicas De Hoy,Chicas De Hoy,1986,Pop,2:59
Tatiana,Me Voy A Enamorar,Chicas De Hoy,1986,Pop,3:04
Tatiana,Cuando Estemos Juntos (Duet with Johnny Lozada),Chicas De Hoy,1986,Pop,3:43
Tatiana,Maldito Telefono,Chicas De Hoy,1986,Pop,1:56
Tatiana,Basta,Chicas De Hoy,1986,Pop,2:55
Tatiana,No Soy Muñeca De Piedra,Chicas De Hoy,1986,Pop,2:59
Tatiana,Creo Que Es Amor,Chicas De Hoy,1986,Pop,3:58
Tatiana,Eres El Heroe,Chicas De Hoy,1986,Pop,3:26
Tatiana,Detente. (Duet with Johnny Lozada),Chicas De Hoy,1986,Pop,3:38
Tatiana,Necesito tú Amor,Baila Conmigo,1987,Pop,
Tatiana,Donde Vas Amor,Baila Conmigo,1987,Pop,2:45
Tatiana,Momentos,Baila Conmigo,1987,Pop,3:55
Tatiana,Feliz,Baila Conmigo,1987,Pop,
Tatiana,Fuerza Chicos,Baila Conmigo,1987,Pop,2:55
Tatiana,Baila Conmigo,Baila Conmigo,1987,Pop,3:04
Tatiana,Siempre Pienso En Tí,Baila Conmigo,1987,Pop,3:24
Tatiana,Somos Hermanos,Baila Conmigo,1987,Pop,3:07
Tatiana,Bandolero,Baila Conmigo,1987,Pop,3:17
Tatiana,El País De Nunca Jamas,Baila Conmigo,1987,Pop,
Tatiana,Comico,Un Lobo en La Noche,1988,Pop,2:36
Tatiana,Peligro En El Elevador ,Un Lobo en La Noche,1988,Pop,2:39
Tatiana,Nunca Te Enamores De Un Vividor,Un Lobo en La Noche,1988,Pop,
Tatiana,El Seductor,Un Lobo en La Noche,1988,Pop,
Tatiana,Un Lobo En La Noche,Un Lobo en La Noche,1988,Pop,2:57
Tatiana,No Tengo Novio,Un Lobo en La Noche,1988,Pop,3:45
Tatiana,Sola Entre Tus Brazos,Un Lobo en La Noche,1988,Pop,3:10
Tatiana,Quien Soy Yo,Un Lobo en La Noche,1988,Pop,3:20
Tatiana,Heroes Del Mañana,Un Lobo en La Noche,1988,Pop,2:49
Tatiana,Noche Oriental,Un Lobo en La Noche,1988,Pop,
Tatiana,Chicos Chicos,Las Cosas que He Visto,1989,Pop,2:53
Tatiana,Las Cosas Que He Visto,Las Cosas que He Visto,1989,Pop,
Tatiana,Maldita Soledad,Las Cosas que He Visto,1989,Pop,
Tatiana,Contra La Pared,Las Cosas que He Visto,1989,Pop,
Tatiana,Me Mata Salir,Las Cosas que He Visto,1989,Pop,
Tatiana,Radio,Las Cosas que He Visto,1989,Pop,3:45
Tatiana,Como Te Quiero,Las Cosas que He Visto,1989,Pop,3:19
Tatiana,De Sol A Sol,Las Cosas que He Visto,1989,Pop,3:07
Tatiana,El Y Tú,Las Cosas que He Visto,1989,Pop,
Tatiana,Fuego En La Piel,Las Cosas que He Visto,1989,Pop,
Tatiana,No Vuelvas a Besarme,Vientos en Libertad,1990,Pop,4:19
Tatiana,Debo Hacerlo (Should I Do It),Vientos en Libertad,1990,Pop,
Tatiana,Vientos en Libertad,Vientos en Libertad,1990,Pop,
Tatiana,Quisiera (Water),Vientos en Libertad,1990,Pop,
Tatiana,Eterna Confusion,Vientos en Libertad,1990,Pop,4:09
Tatiana,Si Estoy Cerca de Ti (When I Look In Your Eyes),Vientos en Libertad,1990,Pop,
Tatiana,Un Amor Distinto,Vientos en Libertad,1990,Pop,3:43
Tatiana,Aire de Paz,Vientos en Libertad,1990,Pop,
Tatiana,Por Ultima Vez,Vientos en Libertad,1990,Pop,
Tatiana,El Ritmo de Tu Corazón,Vientos en Libertad,1990,Pop,4:04
Tatiana,"Un Avión, Un Hotel, y Un Escenario",Vientos en Libertad,1990,Pop,
Tatiana,Leyes del Corazón,Leyes del Corazón,1992,Pop,3:45
Tatiana,Romance Mutante,Leyes del Corazón,1992,Pop,
Tatiana,Mi Vida en Tus Manos,Leyes del Corazón,1992,Pop,
Tatiana,Bailaremos Por La Luz,Leyes del Corazón,1992,Pop,
Tatiana,No Vivire Sin Ti,Leyes del Corazón,1992,Pop,
Tatiana,Donde Quedo Tu Cariño,Leyes del Corazón,1992,Pop,3:59
Tatiana,Cuando Estoy Junto a Ti,Leyes del Corazón,1992,Pop,
Tatiana,Magica,Leyes del Corazón,1992,Pop,
Tatiana,Cuando Un Amor Termina,Leyes del Corazón,1992,Pop,
Tatiana,Nadie Como Tu,Leyes del Corazón,1992,Pop,
Tatiana,No Me Provoques,Leyes del Corazón,1992,Pop,
Tatiana,Tiempos Crueles,Leyes del Corazón,1992,Pop,
Tatiana,I Can't Live Without You (bonus CD track),Leyes del Corazón,1992,Pop,
Tatiana,Dancing For The Light (bonus CD track),Leyes del Corazón,1992,Pop,
Tatiana,Triste Cancion,Un Alma Desnuda,1994,Pop,
Tatiana,Solo Puedo Darte... Todo,Un Alma Desnuda,1994,Pop,
Tatiana,Las Chicas al Poder,Un Alma Desnuda,1994,Pop,
Tatiana,Sin Querer Queriendo,Un Alma Desnuda,1994,Pop,
Tatiana,Tan Triste Como un Blues,Un Alma Desnuda,1994,Pop,
Tatiana,Pobres de los Niños,Un Alma Desnuda,1994,Pop,
Tatiana,Rosas en El Mar,Un Alma Desnuda,1994,Pop,??
Tatiana,Bienvenido,Un Alma Desnuda,1994,Pop,
Tatiana,No Te Olvides de Mi Nombre,Un Alma Desnuda,1994,Pop,
Tatiana,Mas Que a Mi Libertad,Un Alma Desnuda,1994,Pop,
Tatiana,Porque Te Empeñas en Llamar Amor al Sexo,Un Alma Desnuda,1994,Pop,
Tatiana,Hoy,Un Alma Desnuda,1994,Pop,
Tatiana,A plena luz,Acústico,2005,Pop,
Tatiana,Un amor distinto,Acústico,2005,Pop,
Tatiana,Theme from ice castles,Acústico,2005,Pop,
Tatiana,Leyes del corazon (feat. Nicho Hinojosa),Acústico,2005,Pop,
Tatiana,El viento que impulsa mis alas,Acústico,2005,Pop,
Tatiana,No vuelvas a besarme,Acústico,2005,Pop,
Tatiana,El amor no se calla,Acústico,2005,Pop,
Tatiana,Out here on my own,Acústico,2005,Pop,
Tatiana,Canta una cancion de amor,Acústico,2005,Pop,
Tatiana,Chicas de hoy,Acústico,2005,Pop,
Tatiana,Potpurri: Mario / Me voy a enamorar / Un lobo en la noche / Peligro en el elevador / Baila conmigo / Cuando estemos juntos (feat. Johnny Lozada),Acústico,2005,Pop,
Tatiana,"Un avion, un hotel y un escenario",Acústico,2005,Pop,
Tatiana,El patio de mi casa,¡Brinca!,1995,Pop,3:26
Tatiana,El calentamiento,¡Brinca!,1995,Pop,3:54
Tatiana,Lindo pescadito,¡Brinca!,1995,Pop,3:00
Tatiana,El conejo,¡Brinca!,1995,Pop,2:50
Tatiana,Los diez perritos,¡Brinca!,1995,Pop,3:14
Tatiana,A la víbora de la mar,¡Brinca!,1995,Pop,3:28
Tatiana,Las mañanitas,¡Brinca!,1995,Pop,3:34
Tatiana,"Dale, dale, dale",¡Brinca!,1995,Pop,3:16
Tatiana,Pim-Pon,¡Brinca!,1995,Pop,3:44
Tatiana,El gato viudo,¡Brinca!,1995,Pop,3:12
Tatiana,¡Brinca! la tablita,¡Brinca!,1995,Pop,3:34
Tatiana,El patio de mi casa (Versión World-Mix),¡Brinca!,1995,Pop,4:22
Tatiana,Estrellita,¡Brinca! II,1996,Pop,3:55
Tatiana,Martinillo,¡Brinca! II,1996,Pop,4:06
Tatiana,Una rata vieja,¡Brinca! II,1996,Pop,3:48
Tatiana,Amo a to,¡Brinca! II,1996,Pop,2:44
Tatiana,Pollito-chicken,¡Brinca! II,1996,Pop,3:02
Tatiana,Hockey-pockey,¡Brinca! II,1996,Pop,2:42
Tatiana,Witzy Witzy araña,¡Brinca! II,1996,Pop,3:33
Tatiana,El piojo y la pulga,¡Brinca! II,1996,Pop,3:28
Tatiana,Potpourri tradi-dance,¡Brinca! II,1996,Pop,5:45
Tatiana,Potpourri a dormir,¡Brinca! II,1996,Pop,4:46
Tatiana,Estrellita (remix),¡Brinca! II,1996,Pop,4:12
Tatiana,Oh Susana,Sigue la Magia,1997,Pop,2:45
Tatiana,No te quedes con las ganas,Sigue la Magia,1997,Pop,3:19
Tatiana,La locomotora,Sigue la Magia,1997,Pop,4:13
Tatiana,El patito enamorado,Sigue la Magia,1997,Pop,3:03
Tatiana,Diez inditos,Sigue la Magia,1997,Pop,2:29
Tatiana,Osito carpintero,Sigue la Magia,1997,Pop,3:43
Tatiana,La feria,Sigue la Magia,1997,Pop,2:05
Tatiana,El payaso triste,Sigue la Magia,1997,Pop,3:50
Tatiana,La granja del tío Juan,Sigue la Magia,1997,Pop,2:36
Tatiana,Canto a la Luz,Sigue la Magia,1997,Pop,3:10
Tatiana,Superfantástico,Superfantástico,1998,Pop,3:40
Tatiana,La fiesta,Superfantástico,1998,Pop,2:38
Tatiana,Un pato,Superfantástico,1998,Pop,2:48
Tatiana,Susanita tiene un ratón,Superfantástico,1998,Pop,2:39
Tatiana,Es de chocolate,Superfantástico,1998,Pop,3:14
Tatiana,El planeta hay que salvar,Superfantástico,1998,Pop,2:28
Tatiana,Hoy tengo que decirte papá,Superfantástico,1998,Pop,3:58
Tatiana,Baila conmigo,Superfantástico,1998,Pop,3:14
Tatiana,Las gotitas de agua,Superfantástico,1998,Pop,3:17
Tatiana,Viva la gente,Superfantástico,1998,Pop,3:36
Tatiana,Pajaritos a volar,Superfantástico,1998,Pop,3:22
Tatiana,En un bosque de la china,Superfantástico,1998,Pop,3:03
Tatiana,Mamá,Superfantástico,1998,Pop,3:42
Tatiana,Vamos a Jugar,Vamos a Jugar,2000,Pop,3:01
Tatiana,El médico brujo,Vamos a Jugar,2000,Pop,2:58
Tatiana,No seas flojo,Vamos a Jugar,2000,Pop,2:47
Tatiana,México,Vamos a Jugar,2000,Pop,3:05
Tatiana,Papo el zapato,Vamos a Jugar,2000,Pop,4:01
Tatiana,"Veo, veo",Vamos a Jugar,2000,Pop,3:21
Tatiana,La risa de las vocales,Vamos a Jugar,2000,Pop,2:40
Tatiana,Chicas de hoy,Vamos a Jugar,2000,Pop,3:11
Tatiana,La yenka,Vamos a Jugar,2000,Pop,2:39
Tatiana,La gallina turuleca,Vamos a Jugar,2000,Pop,3:00
Tatiana,La banda dominguera,Vamos a Jugar,2000,Pop,2:40
Tatiana,Oración,Vamos a Jugar,2000,Pop,3:02
Tatiana,Acapulco Rock,Acapulco Rock,2000,Pop,2:32
Tatiana,La favorita del profesor,Acapulco Rock,2000,Pop,2:37
Tatiana,Despeinada,Acapulco Rock,2000,Pop,3:20
Tatiana,El Gato Loco,Acapulco Rock,2000,Pop,2:03
Tatiana,Popotitos,Acapulco Rock,2000,Pop,3:15
Tatiana,Hasta luego Cocodrilo,Acapulco Rock,2000,Pop,3:07
Tatiana,La Plaga,Acapulco Rock,2000,Pop,2:32
Tatiana,Rock del reloj,Acapulco Rock,2000,Pop,2:54
Tatiana,Niña con vestido azul,Acapulco Rock,2000,Pop,2:37
Tatiana,Perro Lanudo,Acapulco Rock,2000,Pop,2:33
Tatiana,Rock del Angelito,Acapulco Rock,2000,Pop,2:51
Tatiana,Mahna-mahna,Acapulco Rock,2000,Pop,2:23
Tatiana,Popurri,Acapulco Rock,2000,Pop,-
Tatiana,El Día,Acapulco Rock,2000,Pop,3:58
Tatiana,Santa Claus llegará,Navidad con Tatiana,1996,Holiday,3:26
Tatiana,Blanca Navidad,Navidad con Tatiana,1996,Holiday,3:21
Tatiana,Arre Borriquito,Navidad con Tatiana,1996,Holiday,2:32
Tatiana,Campana sobre campana,Navidad con Tatiana,1996,Holiday,3:33
Tatiana,Los reyes magos,Navidad con Tatiana,1996,Holiday,3:43
Tatiana,Los peces en el río,Navidad con Tatiana,1996,Holiday,3:03
Tatiana,"Feliz Año Nuevo, Feliz Navidad",Navidad con Tatiana,1996,Holiday,3:27
Tatiana,Rodolfo el reno,Navidad con Tatiana,1996,Holiday,3:00
Tatiana,Ven a mi casa esta Navidad,Navidad con Tatiana,1996,Holiday,4:55
Tatiana,El niño del tambor,Navidad con Tatiana,1996,Holiday,3:37
Tatiana,Llegó la navidad (remix),Navidad con Tatiana,1996,Holiday,5:26
Tatiana,Navidad Rock (Jingle Bell Rock),Navidad Mágica,1997,Holiday,2:26
Tatiana,Adeste Fideles,Navidad Mágica,1997,Holiday,3:51
Tatiana,Paseo en Trineo (Sleigh Ride),Navidad Mágica,1997,Holiday,2:45
Tatiana,Las Posadas,Navidad Mágica,1997,Holiday,3:50
Tatiana,"Mamacita, dónde está Santa Claus",Navidad Mágica,1997,Holiday,3:51
Tatiana,La Navidad llegó (Joy to the World),Navidad Mágica,1997,Holiday,3:29
Tatiana,Frosty the Snowman,Navidad Mágica,1997,Holiday,3:23
Tatiana,Feliz Navidad,Navidad Mágica,1997,Holiday,3:46
Tatiana,Noche de Paz (Silent Night),Navidad Mágica,1997,Holiday,3:25
Tatiana,Aires de Pascuas (Hark the Herald Angels Sing),Navidad Mágica,1997,Holiday,2:26
Tatiana,Jesús en la Tierra,Navidad Mágica,1997,Holiday,4:18
Tatiana,Campanas Navideñas (Jingle Bells),Navidad Mágica,1997,Holiday,3:06
Tatiana,Auld Lang Syne (Himno a la Hermandad),Navidad Mágica,1997,Holiday,3:36
Tatiana,"HI,HO!! (Blanca Nieves) [Snow White]",Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,3:42
Tatiana,Soñar es Desear (La Cenicienta) [Cinderella],Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,3:18
Tatiana,La Estrella Azul Version Dance (Pinocho) [When You Wish Upon A Star (Pinocchio)],Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,3:11
Tatiana,Winnie Puh [Winnie the Pooh],Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,3:17
Tatiana,La Bella y La Bestia [Beauty and the Beast],Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,4:08
Tatiana,Bajo el Mar (La Sirenita) [Under The Sea (Little Mermaid)],Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,3:24
Tatiana,Un Mundo Ideal (Aladdin),Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,3:54
Tatiana,Dame un Silbidito (Pinocho) [Pinocchio],Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,3:14
Tatiana,Parte de El (La Sirenita) [Part Of That World (Little Mermaid)],Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,4:21
Tatiana,"Bibidi, Babidi, Bu (La Cenicienta) [Cinderella]",Mejores Temas De Las Peliculas De Walt Disney,2002,Pop,2:23
